Education_Sector,Entity_Type,School_No,School_Name,School_Type,School_Status,Address_Line_1,Address_Line_2,Address_Town,Address_State,Address_Postcode,Postal_Address_Line_1,Postal_Address_Line_2,Postal_Town,Postal_State,Postal_Postcode,Full_Phone_No,LGA_ID,LGA_Name,X,Y
Catholic,2.0,1193.0,St Therese's School,Primary,O,25-31 Edward Street,,ESSENDON,VIC,3040.0,25-31 Edward Street,,ESSENDON,VIC,3040.0,03 9374 6100,506.0,Moonee Valley (C),144.91031,-37.75111
Catholic,2.0,1196.0,Sacred Heart School,Primary,O,5 The Parade,,YEA,VIC,3717.0,PO Box 100,,YEA,VIC,3717.0,03 5797 2723,562.0,Murrindindi (S),145.42461,-37.21455
Catholic,2.0,1206.0,Our Lady of Good Counsel School,Primary,O,12 Whitehorse Rd,,DEEPDENE,VIC,3103.0,12 Whitehorse Rd,,DEEPDENE,VIC,3103.0,03 9817 5744,111.0,Boroondara (C),145.06279,-37.81108
Independent,2.0,1209.0,Strathcona Baptist Girls' Grammar,Pri/Sec,O,34 Scott Street,,CANTERBURY,VIC,3126.0,34 Scott Street,,CANTERBURY,VIC,3126.0,03 8779 7500,111.0,Boroondara (C),145.08037,-37.82918
Independent,2.0,1213.0,Mentone Girls' Grammar School,Pri/Sec,O,11 Mentone Parade,,MENTONE,VIC,3194.0,PO Box 42,,MENTONE,VIC,3194.0,03 9581 1200,343.0,Kingston (C),145.06346,-37.98938
Catholic,2.0,1217.0,St Joseph's School,Primary,O,362 Station Street,,CHELSEA,VIC,3196.0,362 Station Street,,CHELSEA,VIC,3196.0,03 8773 1111,343.0,Kingston (C),145.11859,-38.05544
Independent,2.0,1218.0,Gippsland Grammar,Pri/Sec,O,417 York Street,,SALE,VIC,3850.0,PO Box 465,,SALE,VIC,3853.0,03 5143 6388,681.0,Wellington (S),147.06463,-38.09365
Catholic,2.0,1221.0,St Finbar's School,Primary,O,90 Centre Road,,BRIGHTON EAST,VIC,3187.0,90 Centre Road,,BRIGHTON EAST,VIC,3187.0,03 9592 4479,91.0,Bayside (C),145.01746,-37.91628
Catholic,2.0,1226.0,Loreto Mandeville Hall,Pri/Sec,O,10 Mandeville Crescent,,TOORAK,VIC,3142.0,10 Mandeville Crescent,,TOORAK,VIC,3142.0,03 8290 7500,635.0,Stonnington (C),145.01489,-37.84819
Catholic,2.0,1229.0,St Dominic's School,Primary,O,145 Highfield Road,,CAMBERWELL EAST,VIC,3124.0,145 Highfield Road,,CAMBERWELL EAST,VIC,3124.0,03 9836 8300,111.0,Boroondara (C),145.08384,-37.83892
Catholic,2.0,1231.0,St Mary's School,Primary,O,59 Holyrood Street,,HAMPTON,VIC,3188.0,59 Holyrood Street,,HAMPTON,VIC,3188.0,03 9521 9335,91.0,Bayside (C),145.0009,-37.93305
Catholic,2.0,1252.0,Holy Rosary School,Primary,O,18 Pohlman Street,,HEATHCOTE,VIC,3523.0,18 Pohlman Street,,HEATHCOTE,VIC,3523.0,03 5433 2057,262.0,Greater Bendigo (C),144.70111,-36.91768
Catholic,2.0,1253.0,St Mary's School,Primary,O,45-49 King Edward Street,,COHUNA,VIC,3568.0,PO Box 251,,COHUNA,VIC,3568.0,03 5456 2062,225.0,Gannawarra (S),144.21854,-35.80823
Independent,2.0,1258.0,Camberwell Grammar School,Pri/Sec,O,55 Mont Albert Road,,CANTERBURY,VIC,3126.0,PO Box 151,,BALWYN,VIC,3103.0,03 9835 1777,111.0,Boroondara (C),145.06641,-37.81609
Catholic,2.0,1260.0,St Joseph's School,Primary,O,17 Martin Street,,CRIB POINT,VIC,3919.0,17 Martin Street,,CRIB POINT,VIC,3919.0,03 5983 9374,534.0,Mornington Peninsula (S),145.20281,-38.36147
Independent,2.0,1262.0,Brighton Grammar School,Pri/Sec,O,90 Outer Crescent,,BRIGHTON,VIC,3186.0,90 Outer Crescent,,BRIGHTON,VIC,3186.0,03 8591 2200,91.0,Bayside (C),144.99352,-37.91111
Catholic,2.0,1265.0,St Fidelis' School,Primary,O,52 Saunders Street,,MORELAND,VIC,3058.0,52 Saunders Street,,MORELAND,VIC,3058.0,03 9383 3600,525.0,Merri-bek (C),144.95156,-37.74984
Independent,2.0,1267.0,Huntingtower School,Pri/Sec,O,77 Waimarie Drive,,MT WAVERLEY,VIC,3149.0,PO Box 192,,MOUNT WAVERLEY,VIC,3149.0,03 9807 8888,497.0,Monash (C),145.13629,-37.87674
Catholic,2.0,1272.0,St Francis Xavier's School,Primary,O,1087 Whitehorse Road,,BOX HILL,VIC,3128.0,1087 Whitehorse Road,,BOX HILL,VIC,3128.0,03 9890 1108,698.0,Whitehorse (C),145.13149,-37.81849
Catholic,2.0,1273.0,St Mary's School,Primary,O,95A Railway Street,,ALTONA,VIC,3018.0,PO Box 63,,ALTONA,VIC,3018.0,03 9398 4842,311.0,Hobsons Bay (C),144.82838,-37.86666
Catholic,2.0,1275.0,Our Lady Help of Christians School,Primary,O,1-13 Henry Street,,ELTHAM,VIC,3095.0,1-13 Henry Street,,ELTHAM,VIC,3095.0,03 9439 7824,571.0,Nillumbik (S),145.14791,-37.71612
Catholic,2.0,1277.0,Our Lady of the Sacred Heart School,Primary,O,18 Box Street,,MERBEIN,VIC,3505.0,PO Box 416,,MERBEIN,VIC,3505.0,03 5025 2258,478.0,Mildura (RC),142.05309,-34.16686
Catholic,2.0,1280.0,St Francis Xavier School,Primary,O,8 Park Street,,FRANKSTON,VIC,3199.0,PO Box 5159,,FRANKSTON SOUTH,VIC,3199.0,03 9783 3424,217.0,Frankston (C),145.1262,-38.1488
Catholic,2.0,1287.0,Our Lady of Sion College,Secondary,O,1065 Whitehorse Road,,BOX HILL,VIC,3128.0,PO Box 254,,KERRIMUIR,VIC,3129.0,03 9890 9097,698.0,Whitehorse (C),145.12992,-37.81835
Catholic,2.0,1289.0,St Gabriel's School,Primary,O,237 Spring Street,,RESERVOIR,VIC,3073.0,237 Spring Street,,RESERVOIR,VIC,3073.0,03 9469 3513,189.0,Darebin (C),145.00512,-37.71802
Catholic,2.0,1291.0,St Paul's School,Primary,O,122 Jasper Road,,BENTLEIGH,VIC,3204.0,122 Jasper Road,,BENTLEIGH,VIC,3204.0,03 9557 7130,231.0,Glen Eira (C),145.04147,-37.92283
Catholic,2.0,1292.0,St Joseph's School,Primary,O,544 Balcombe Road,,BLACK ROCK,VIC,3193.0,544 Balcombe Road,,BLACK ROCK,VIC,3193.0,03 9589 4685,91.0,Bayside (C),145.02316,-37.97592
Catholic,2.0,1299.0,Salesian College Sunbury,Secondary,O,1 Macedon Street,1 Macedon Street,SUNBURY,VIC,3429.0,1 Macedon Street,1 Macedon Street,SUNBURY,VIC,3429.0,03 9744 0000,327.0,Hume (C),144.73903,-37.57264
Catholic,2.0,1301.0,St Patrick's School,Primary,O,2 Merrick Street,,STRATFORD,VIC,3862.0,2 Merrick Street,,STRATFORD,VIC,3862.0,03 5145 6463,681.0,Wellington (S),147.07768,-37.96726
Independent,2.0,1304.0,Kingswood College,Pri/Sec,O,355 Station Street,,BOX HILL,VIC,3128.0,355 Station Street,,BOX HILL,VIC,3128.0,03 9896 1700,698.0,Whitehorse (C),145.11863,-37.83278
Catholic,2.0,1309.0,St Joseph's School,Primary,O,58 Waterloo Road,,TRAFALGAR,VIC,3824.0,Private Bag 3,,TRAFALGAR,VIC,3824.0,03 5633 1151,83.0,Baw Baw (S),146.15219,-38.20721
Catholic,2.0,1310.0,St Patrick's School,Primary,O,3 Dalny Road,,MURRUMBEENA,VIC,3163.0,3 Dalny Road,,MURRUMBEENA,VIC,3163.0,03 9569 7487,231.0,Glen Eira (C),145.06527,-37.90178
Catholic,2.0,1311.0,St Roch's School,Primary,O,Glenvale Road,,GLEN IRIS,VIC,3146.0,Glenvale Road,,GLEN IRIS,VIC,3146.0,03 9885 7704,635.0,Stonnington (C),145.05231,-37.85736
Independent,2.0,1316.0,St Margarets Berwick Grammar,Pri/Sec,O,27-47 Gloucester Ave,,BERWICK,VIC,3806.0,PO Box 138,,BERWICK,VIC,3806.0,03 9703 8111,161.0,Casey (C),145.34654,-38.03535
Independent,2.0,1322.0,Camberwell Girls Grammar School,Pri/Sec,O,2 Torrington Street,,CANTERBURY,VIC,3126.0,2 Torrington Street,,CANTERBURY,VIC,3126.0,03 9813 1166,111.0,Boroondara (C),145.0597,-37.81821
Catholic,2.0,1328.0,St Anne's School,Primary,O,7-19 Beresford Street,,KEW EAST,VIC,3102.0,7-19 Beresford Street,,KEW EAST,VIC,3102.0,03 9859 4116,111.0,Boroondara (C),145.04981,-37.79538
Catholic,2.0,1342.0,Our Lady of Perpetual Help School,Primary,O,2 Wilana Street,,RINGWOOD,VIC,3134.0,2 Wilana Street,,RINGWOOD,VIC,3134.0,03 9870 7227,441.0,Maroondah (C),145.23218,-37.81642
Catholic,2.0,1343.0,St Francis Xavier Primary School,Primary,O,90 Mayona Road,,MONTMORENCY,VIC,3094.0,90 Mayona Road,,MONTMORENCY,VIC,3094.0,03 9435 8474,66.0,Banyule (C),145.12656,-37.71601
Catholic,2.0,1347.0,St Joseph's School,Primary,O,Constitution Hill Road,,SORRENTO,VIC,3943.0,Constitution Hill Road,,SORRENTO,VIC,3943.0,03 5984 1291,534.0,Mornington Peninsula (S),144.7418,-38.34047
Catholic,2.0,1354.0,St Cecilia's School,Primary,O,4 Van Ness Avenue,,GLEN IRIS,VIC,3146.0,4 Van Ness Avenue,,GLEN IRIS,VIC,3146.0,03 9809 2142,111.0,Boroondara (C),145.0646,-37.85009
Catholic,2.0,1368.0,St Joseph's School,Primary,O,28 Sandham Street,,ELSTERNWICK,VIC,3185.0,PO Box 511,,ELSTERNWICK,VIC,3185.0,03 9528 1614,231.0,Glen Eira (C),145.00529,-37.88251
Catholic,2.0,1373.0,St Joseph's School,Primary,O,17 Fitzroy Avenue,,RED CLIFFS,VIC,3496.0,17 Fitzroy Avenue,,RED CLIFFS,VIC,3496.0,03 5024 1654,478.0,Mildura (RC),142.18796,-34.30235
Independent,2.0,1377.0,"Preshil, The Margaret Lyttle Memorial School",Pri/Sec,O,395 Barkers Road,,KEW,VIC,3101.0,P.O. Box 252,,BALWYN,VIC,3103.0,03 9817 6135,111.0,Boroondara (C),145.05221,-37.81593
Catholic,2.0,1383.0,St Peter's School,Primary,O,32 Wedge Street,,EPPING,VIC,3076.0,32 Wedge Street,,EPPING,VIC,3076.0,03 9401 1157,707.0,Whittlesea (C),145.02755,-37.65054
Catholic,2.0,1386.0,Santa Maria College,Secondary,O,50 Separation Street,,NORTHCOTE,VIC,3070.0,PO Box 679,,NORTHCOTE,VIC,3070.0,03 9488 1600,189.0,Darebin (C),145.00248,-37.77036
Catholic,2.0,1393.0,Sacred Heart School,Primary,O,2 Mora Avenue,,OAKLEIGH,VIC,3166.0,2 Mora Avenue,,OAKLEIGH,VIC,3166.0,03 8574 4500,497.0,Monash (C),145.08692,-37.90184
Catholic,2.0,1398.0,St Mark's School,Primary,O,118 Argyle Street,,FAWKNER,VIC,3060.0,118 Argyle Street,,FAWKNER,VIC,3060.0,03 9359 6463,525.0,Merri-bek (C),144.96362,-37.71628
Catholic,2.0,1406.0,St John the Baptist School,Primary,O,17 Forest Road,,FERNTREE GULLY,VIC,3156.0,17 Forest Road,,FERNTREE GULLY,VIC,3156.0,03 9758 1013,367.0,Knox (C),145.29517,-37.88738
Catholic,2.0,1407.0,St John's School,Primary,O,490 Whitehorse Road,,MITCHAM,VIC,3132.0,PO Box 115,,MITCHAM,VIC,3132.0,03 9874 1575,698.0,Whitehorse (C),145.1904,-37.81744
Catholic,2.0,1408.0,St Mary's School,Primary,O,121-143 McLennan Street,,MOOROOPNA,VIC,3629.0,PO Box 259,,MOOROOPNA,VIC,3629.0,03 5825 2858,283.0,Greater Shepparton (C),145.35422,-36.39605
Catholic,2.0,1412.0,St Raphael's School,Primary,O,Cooper Street,,PRESTON WEST,VIC,3072.0,Cooper Street,,PRESTON WEST,VIC,3072.0,03 9478 8374,189.0,Darebin (C),144.99262,-37.7341
Catholic,2.0,1415.0,St Kevin's College,Pri/Sec,O,31 Moonga Road,,TOORAK,VIC,3142.0,31 Moonga Road,,TOORAK,VIC,3142.0,03 9822 0911,635.0,Stonnington (C),145.0247,-37.8354
Catholic,2.0,1416.0,St John the Baptist's School,Primary,O,Station Street,,KOO WEE RUP,VIC,3981.0,PO Box 39,,KOO WEE RUP,VIC,3981.0,03 5997 1653,145.0,Cardinia (S),145.48527,-38.19746
Catholic,2.0,1422.0,St Vincent de Paul's School,Primary,O,92 - 114 Woodland Street,,STRATHMORE,VIC,3041.0,92 - 114 Woodland Street,,STRATHMORE,VIC,3041.0,03 9379 5723,506.0,Moonee Valley (C),144.92413,-37.74214
Catholic,2.0,1425.0,St Joseph's College Geelong,Secondary,O,135 Aphrasia Street,,NEWTOWN,VIC,3220.0,135 Aphrasia Street,,NEWTOWN,VIC,3220.0,03 5226 8100,275.0,Greater Geelong (C),144.33186,-38.1502
Catholic,2.0,1429.0,St Joseph's School,Primary,O,33 St John's Avenue,,SPRINGVALE,VIC,3171.0,33 St John's Avenue,,SPRINGVALE,VIC,3171.0,03 9546 8223,267.0,Greater Dandenong (C),145.15034,-37.95323
Catholic,2.0,1431.0,St Bede's College,Secondary,O,2 Mentone Parade,,MENTONE,VIC,3194.0,2 Mentone Parade,,MENTONE,VIC,3194.0,03 9582 5999,343.0,Kingston (C),145.06821,-37.99116
Catholic,2.0,1438.0,Holy Name School,Primary,O,12 Robb Street,,PRESTON EAST,VIC,3073.0,12 Robb Street,,PRESTON EAST,VIC,3073.0,03 9471 0883,189.0,Darebin (C),145.01857,-37.73026
Catholic,2.0,1445.0,Siena College Ltd,Secondary,O,815 Riversdale Road,,CAMBERWELL,VIC,3124.0,815 Riversdale Road,,CAMBERWELL,VIC,3124.0,03 9835 0200,111.0,Boroondara (C),145.08258,-37.83366
Catholic,2.0,1459.0,St Bernard's School,Primary,O,36 Patterson Street,,COBURG EAST,VIC,3058.0,36 Patterson Street,,COBURG EAST,VIC,3058.0,03 9384 8500,525.0,Merri-bek (C),144.97271,-37.74742
Catholic,2.0,1465.0,St Oliver Plunkett's School,Primary,O,1-39 Landells Road,,PASCOE VALE,VIC,3044.0,PO Box 667,,PASCOE VALE,VIC,3044.0,03 9354 5130,525.0,Merri-bek (C),144.94186,-37.73089
Catholic,2.0,1466.0,Corpus Christi School,Primary,O,380 Geelong Road,,KINGSVILLE,VIC,3012.0,380 Geelong Road,,KINGSVILLE,VIC,3012.0,03 9314 7303,433.0,Maribyrnong (C),144.87292,-37.80853
Catholic,2.0,1470.0,St Robert's School,Primary,O,13 Nicholas Street,,NEWTOWN,VIC,3220.0,13 Nicholas Street,,NEWTOWN,VIC,3220.0,03 5221 1075,275.0,Greater Geelong (C),144.34301,-38.15641
Catholic,2.0,1471.0,St Bernard's College,Secondary,O,41 Rosehill Road,,ESSENDON,VIC,3040.0,41 Rosehill Road,,ESSENDON,VIC,3040.0,03 9289 1000,506.0,Moonee Valley (C),144.8832,-37.74939
Catholic,2.0,1473.0,Whitefriars College Inc,Secondary,O,156 Park Road,,DONVALE,VIC,3111.0,156 Park Road,,DONVALE,VIC,3111.0,03 9872 8200,421.0,Manningham (C),145.19954,-37.7918
Catholic,2.0,1477.0,St Michael's School,Primary,O,268 High Street,,ASHBURTON,VIC,3147.0,268 High Street,,ASHBURTON,VIC,3147.0,03 9885 3105,111.0,Boroondara (C),145.08248,-37.86413
Catholic,2.0,1480.0,St Mary's School,Primary,O,131 Powells Road,,CLARKES HILL,VIC,3352.0,131 Powells Road,,CLARKES HILL,VIC,3352.0,03 5334 5280,515.0,Moorabool (S),143.9887,-37.5004
Catholic,2.0,1481.0,Our Lady of the Sacred Heart College,Secondary,O,111 Jasper Road,,BENTLEIGH,VIC,3204.0,111 Jasper Road,,BENTLEIGH,VIC,3204.0,03 8520 9200,231.0,Glen Eira (C),145.03994,-37.92572
Catholic,2.0,1482.0,St Bede's School,Primary,O,2 Marwal Avenue,,BALWYN NORTH,VIC,3104.0,2 Marwal Avenue,,BALWYN NORTH,VIC,3104.0,03 8851 4651,111.0,Boroondara (C),145.0709,-37.79352
Catholic,2.0,1485.0,Salesian College Chadstone,Secondary,O,10 Bosco Street,,CHADSTONE,VIC,3148.0,10 Bosco Street,,CHADSTONE,VIC,3148.0,03 9807 2644,497.0,Monash (C),145.10026,-37.88273
Catholic,2.0,1488.0,St Patrick's School,Primary,O,29 Leahy Street,,NHILL,VIC,3418.0,PO Box 113,,NHILL,VIC,3418.0,03 5391 1575,298.0,Hindmarsh (S),141.64304,-36.33541
Catholic,2.0,1489.0,St Margaret's School,Primary,O,83 St Albans Road,,GEELONG EAST,VIC,3219.0,83 St Albans Road,,GEELONG EAST,VIC,3219.0,03 5229 7453,275.0,Greater Geelong (C),144.37393,-38.16462
Independent,2.0,1490.0,Mount Scopus Memorial College,Pri/Sec,O,245 Burwood Highway,,BURWOOD,VIC,3125.0,245 Burwood Highway,,BURWOOD,VIC,3125.0,03 9834 0000,698.0,Whitehorse (C),145.11777,-37.84722
Catholic,2.0,1493.0,St Kieran's School,Primary,O,Lloyd Street,,MOE,VIC,3825.0,Lloyd Street,,MOE,VIC,3825.0,03 5127 3606,381.0,Latrobe (C),146.25356,-38.17937
Catholic,2.0,1495.0,Marcellin College,Secondary,O,160 Bulleen Road,,BULLEEN,VIC,3105.0,160 Bulleen Road,,BULLEEN,VIC,3105.0,03 9851 1589,421.0,Manningham (C),145.08268,-37.77478
Catholic,2.0,1497.0,Marist-Sion College,Secondary,O,165 Burke Street,,WARRAGUL,VIC,3820.0,165 Burke Street,,WARRAGUL,VIC,3820.0,03 5623 5944,83.0,Baw Baw (S),145.91527,-38.15903
Independent,2.0,1498.0,Henderson College,Pri/Sec,O,806-816 Cowra Ave,,IRYMPLE,VIC,3498.0,PO Box 491,,IRYMPLE,VIC,3498.0,03 5024 5192,478.0,Mildura (RC),142.15926,-34.22261
Catholic,2.0,1499.0,St Theresa's School,Primary,O,16 Drummartin Street,,ALBION,VIC,3020.0,16 Drummartin Street,,ALBION,VIC,3020.0,03 9311 9070,118.0,Brimbank (C),144.8202,-37.78219
Catholic,2.0,1500.0,St Bernadette's School,Primary,O,53 Stanley Street,,IVANHOE WEST,VIC,3079.0,PO Box 3109,,IVANHOE NORTH,VIC,3079.0,03 9499 3914,66.0,Banyule (C),145.03412,-37.76306
Catholic,2.0,1501.0,St Colman's School,Primary,O,46 Dunlop Street,,MORTLAKE,VIC,3272.0,PO Box 42,,MORTLAKE,VIC,3272.0,03 5599 2285,549.0,Moyne (S),142.80202,-38.07994
Catholic,2.0,1503.0,St Agnes' School,Primary,O,Peterson Street,,HIGHETT,VIC,3190.0,Peterson Street,,HIGHETT,VIC,3190.0,03 9532 0344,91.0,Bayside (C),145.03183,-37.9461
Catholic,2.0,1505.0,Our Lady of the Assumption School,Primary,O,9 Centre Dandenong Road,,CHELTENHAM,VIC,3192.0,9 Centre Dandenong Road,,CHELTENHAM,VIC,3192.0,03 9584 9488,343.0,Kingston (C),145.05971,-37.9655
Independent,2.0,1508.0,Nunawading Christian College-Primary,Primary,O,Laughlin Ave,,NUNAWADING,VIC,3131.0,Laughlin Ave,,NUNAWADING,VIC,3131.0,03 9877 3555,698.0,Whitehorse (C),145.17005,-37.82192
Catholic,2.0,1509.0,Sacred Heart School,Primary,O,50 Monastery Drive,35 Wicklow Avenue,CROYDON,VIC,3136.0,PO Box 149,35 Wicklow Avenue,CROYDON,VIC,3136.0,03 9724 4333,441.0,Maroondah (C),145.27279,-37.79749
Catholic,2.0,1510.0,St Malachy's School,Primary,O,34 Lake Street,,EDENHOPE,VIC,3318.0,Post Office Box 290,,EDENHOPE,VIC,3318.0,03 5585 1396,689.0,West Wimmera (S),141.30005,-37.03403
Independent,2.0,1511.0,Heritage College,Pri/Sec,O,333 Centre Road,,NARRE WARREN SOUTH,VIC,3805.0,PO Box 293,,BERWICK,VIC,3806.0,03 9796 0100,161.0,Casey (C),145.31652,-38.05022
Catholic,2.0,1512.0,St Mary's School,Primary,O,Myrtle Street,,ALEXANDRA,VIC,3714.0,PO Box 151,,ALEXANDRA,VIC,3714.0,03 5772 1500,562.0,Murrindindi (S),145.71338,-37.19127
Catholic,2.0,1513.0,Resurrection House,Primary,O,6 Aberfeldie Street,,ESSENDON,VIC,3040.0,6 Aberfeldie Street,,ESSENDON,VIC,3040.0,03 9337 0084,506.0,Moonee Valley (C),144.9052,-37.75665
Independent,2.0,1515.0,Adass Israel School,Pri/Sec,O,10-12 King Street,,ELSTERNWICK,VIC,3185.0,PO Box 23,,ELSTERNWICK,VIC,3185.0,03 9523 6422,231.0,Glen Eira (C),145.0082,-37.8839
Catholic,2.0,1516.0,Holy Spirit School,Primary,O,197 Clarendon Street,,THORNBURY EAST,VIC,3071.0,197 Clarendon Street,,THORNBURY EAST,VIC,3071.0,03 9480 0391,189.0,Darebin (C),145.01619,-37.76085
Catholic,2.0,1521.0,Sacred Heart School,Primary,O,2-4 Winifred Street,,ST ALBANS,VIC,3021.0,2-4 Winifred Street,,ST ALBANS,VIC,3021.0,03 9366 0266,118.0,Brimbank (C),144.80005,-37.73769
Catholic,2.0,1522.0,St Thomas The Apostle School,Primary,O,67 Central Road,,BLACKBURN,VIC,3130.0,PO Box 5084,,LABURNUM,VIC,3130.0,03 9878 8268,698.0,Whitehorse (C),145.15743,-37.82325
Catholic,2.0,1523.0,St Mary's School,Primary,O,5-7 Southam Street,,RUSHWORTH,VIC,3612.0,5-7 Southam Street,,RUSHWORTH,VIC,3612.0,03 5856 1347,137.0,Campaspe (S),145.0112,-36.5878
Catholic,2.0,1524.0,St Michael's School,Primary,O,Davis Street,,HEYFIELD,VIC,3858.0,PO Box 93,,HEYFIELD,VIC,3858.0,03 5148 2514,681.0,Wellington (S),146.78427,-37.98075
Catholic,2.0,1525.0,St Thomas Aquinas School,Primary,O,51 Plume Street,,NORLANE,VIC,3214.0,P.O. Box 291,,NORTH GEELONG,VIC,3215.0,03 5275 3560,275.0,Greater Geelong (C),144.35882,-38.09017
Catholic,2.0,1526.0,St Pius X School,Primary,O,431 Waterdale Road,,HEIDELBERG WEST,VIC,3081.0,431 Waterdale Road,,HEIDELBERG WEST,VIC,3081.0,03 9457 3776,66.0,Banyule (C),145.04629,-37.74692
Catholic,2.0,1527.0,St Margaret Mary's School,Primary,O,181 Hudsons Road,,SPOTSWOOD,VIC,3015.0,181 Hudsons Road,,SPOTSWOOD,VIC,3015.0,03 9391 3118,311.0,Hobsons Bay (C),144.87773,-37.82908
Catholic,2.0,1528.0,Monivae College,Secondary,O,133 Ballarat Road,,HAMILTON,VIC,3300.0,PO Box 423,,HAMILTON,VIC,3300.0,03 5551 1200,626.0,Southern Grampians (S),142.04945,-37.74204
Catholic,2.0,1529.0,St Mary Magdalens School,Primary,O,15 Bambil Street,,CHADSTONE,VIC,3148.0,15 Bambil Street,,CHADSTONE,VIC,3148.0,03 9807 0315,497.0,Monash (C),145.1012,-37.87978
Catholic,2.0,1530.0,St Anthony's School,Primary,O,90 Buckley Street,,NOBLE PARK,VIC,3174.0,90 Buckley Street,,NOBLE PARK,VIC,3174.0,03 9546 0044,267.0,Greater Dandenong (C),145.17243,-37.97171
Catholic,2.0,1531.0,St Peter's School,Primary,O,16 Mary Street,,CLAYTON,VIC,3168.0,16 Mary Street,,CLAYTON,VIC,3168.0,03 9544 3032,497.0,Monash (C),145.12186,-37.92314
Catholic,2.0,1532.0,St Joseph's School,Primary,O,33 Lascelles Street,,HOPETOUN,VIC,3396.0,PO Box 186,,HOPETOUN,VIC,3396.0,03 5083 3296,763.0,Yarriambiack (S),142.36219,-35.72393
Independent,2.0,1533.0,Yeshivah College,Pri/Sec,O,88 Hotham Street,,ST KILDA EAST,VIC,3183.0,88 Hotham Street,,ST KILDA EAST,VIC,3183.0,03 9522 8222,231.0,Glen Eira (C),145.00034,-37.86812
Catholic,2.0,1534.0,St John Bosco's School,Primary,O,6 Teague Street,,NIDDRIE,VIC,3042.0,29 Muriel Street,,NIDDRIE,VIC,3042.0,03 9337 2314,506.0,Moonee Valley (C),144.88903,-37.74366
Catholic,2.0,1537.0,Holy Family School,Primary,O,143-147 Separation Street,,BELL PARK,VIC,3215.0,PO Box 5482,,GEELONG NORTH,VIC,3215.0,03 5278 4634,275.0,Greater Geelong (C),144.33833,-38.1111
Catholic,2.0,1538.0,Holy Spirit Parish School,Primary,O,83 Minerva Road,,MANIFOLD HEIGHTS,VIC,3218.0,83 Minerva Road,,MANIFOLD HEIGHTS,VIC,3218.0,03 5229 8298,275.0,Greater Geelong (C),144.32996,-38.13581
Catholic,2.0,1539.0,St Mary's School,Primary,O,210 Grimshaw Street,,GREENSBOROUGH,VIC,3088.0,210 Grimshaw Street,,GREENSBOROUGH,VIC,3088.0,03 9433 4000,66.0,Banyule (C),145.09263,-37.70285
Catholic,2.0,1541.0,Mother of God School,Primary,O,67 Blanche Street,,ARDEER,VIC,3022.0,67 Blanche Street,,ARDEER,VIC,3022.0,03 9363 1734,118.0,Brimbank (C),144.80081,-37.77941
Catholic,2.0,1542.0,St Peter Chanel School,Primary,O,848 Ballarat Road,,DEER PARK,VIC,3023.0,848 Ballarat Road,,DEER PARK,VIC,3023.0,03 9363 1586,118.0,Brimbank (C),144.76927,-37.76853
Catholic,2.0,1543.0,Christ the King Primary School,Primary,O,28 Riley Court,,BRAYBROOK,VIC,3019.0,28 Riley Court,,BRAYBROOK,VIC,3019.0,03 9311 7387,433.0,Maribyrnong (C),144.86196,-37.78761
Catholic,2.0,1545.0,Corpus Christi School,Primary,O,13-21 Widford Street,,GLENROY,VIC,3046.0,13-21 Widford Street,,GLENROY,VIC,3046.0,03 9306 3062,525.0,Merri-bek (C),144.9228,-37.70389
Catholic,2.0,1547.0,Killester College,Secondary,O,433 Springvale Road,,SPRINGVALE,VIC,3171.0,433 Springvale Road,,SPRINGVALE,VIC,3171.0,03 9547 5000,267.0,Greater Dandenong (C),145.15202,-37.95907
Catholic,2.0,1549.0,St Paul's School,Primary,O,Links Street,,SUNSHINE WEST,VIC,3020.0,Links Street,,SUNSHINE WEST,VIC,3020.0,03 9363 1568,118.0,Brimbank (C),144.80752,-37.78753
Catholic,2.0,1550.0,St Patrick's School,Primary,O,5 Victoria Street,,PYRAMID HILL,VIC,3575.0,5 Victoria Street,,PYRAMID HILL,VIC,3575.0,03 5455 7220,394.0,Loddon (S),144.11184,-36.05485
Catholic,2.0,1551.0,Clonard College,Secondary,O,225 Church Street,,HERNE HILL,VIC,3218.0,225 Church Street,,HERNE HILL,VIC,3218.0,03 5278 2155,275.0,Greater Geelong (C),144.33048,-38.13008
Catholic,2.0,1554.0,Stella Maris School,Primary,O,113 Oak Street,,BEAUMARIS,VIC,3193.0,113 Oak Street,,BEAUMARIS,VIC,3193.0,03 9589 2641,91.0,Bayside (C),145.04104,-37.98199
Catholic,2.0,1555.0,St Therese's School,Primary,O,27  Albion Street,,KENNINGTON,VIC,3550.0,27  Albion Street,,KENNINGTON,VIC,3550.0,03 5443 3200,262.0,Greater Bendigo (C),144.29824,-36.7669
Catholic,2.0,1556.0,St Bernadette's School,Primary,O,2 Willey Street,,SUNSHINE NORTH,VIC,3020.0,2 Willey Street,,SUNSHINE NORTH,VIC,3020.0,03 9311 8872,118.0,Brimbank (C),144.83528,-37.77116
Catholic,2.0,1557.0,St James' School,Primary,O,260 Albert Street,,SEBASTOPOL,VIC,3356.0,260 Albert Street,,SEBASTOPOL,VIC,3356.0,03 5335 8750,57.0,Ballarat (C),143.84018,-37.60347
